spelling,pp_mean,pp_min,pp_freq_mean,pp_freq_min
hoax,0.97448059,0.923728814,0.971980515,0.911043637
hob,0.939057146,0.893442623,0.931075705,0.882183477
hobbies,0.886394926,0.618955513,0.882895179,0.612856026
hobbit,0.967941271,0.893442623,0.964389332,0.882183477
hobby,0.963434287,0.893442623,0.958645423,0.882183477
hobo,0.954292859,0.893442623,0.948306779,0.882183477
hoc,0.939057146,0.893442623,0.931075705,0.882183477
hock,0.954292859,0.893442623,0.948306779,0.882183477
hockey,0.927795194,0.643042351,0.923045667,0.627230363
hodge,0.844678959,0.356957649,0.847273121,0.372769637
hoe,0.957032412,0.923728814,0.946076956,0.911043637
hog,0.939057146,0.893442623,0.931075705,0.882183477
hogan,0.963434287,0.893442623,0.958645423,0.882183477
hogg,0.954292859,0.893442623,0.948306779,0.882183477
hogging,0.962376361,0.893442623,0.959255183,0.882183477
hogs,0.954292859,0.893442623,0.948306779,0.882183477
hoi,0.891242938,0.75,0.875655605,0.715923179
hoist,0.938596979,0.772277228,0.934243095,0.762579172
hold,0.930855359,0.893442623,0.902323855,0.882183477
holden,0.969528573,0.893442623,0.965537852,0.882183477
holder,0.969372372,0.893442623,0.965411763,0.882183477
holders,0.973573087,0.893442623,0.970163223,0.882183477
holding,0.971695045,0.893442623,0.96763287,0.882183477
holdings,0.851986291,0.494505495,0.844693825,0.480982383
holds,0.963434287,0.893442623,0.958645423,0.882183477
holdup,0.969528573,0.893442623,0.965537852,0.882183477
hole,0.784942375,0.356957649,0.789134645,0.372769637
holed,0.768899404,0.527725857,0.768720526,0.534759267
holes,0.740583539,0.381044487,0.736615209,0.387143974
holiday,0.973881634,0.893442623,0.970461016,0.882183477
holidays,0.96953045,0.893442623,0.967509826,0.882183477
holiness,0.97714643,0.893442623,0.974153389,0.882183477
holland,0.972931365,0.893442623,0.969512277,0.882183477
holler,0.968263724,0.893442623,0.9643049,0.882183477
hollering,0.925410079,0.643042351,0.92193512,0.627230363
hollow,0.968419925,0.893442623,0.96443099,0.882183477
holly,0.96210391,0.893442623,0.957317188,0.882183477
hollywood,0.972359082,0.893442623,0.969433312,0.882183477
holmes,0.688160653,0.381044487,0.688200904,0.387143974
holocaust,0.976656932,0.893442623,0.974158105,0.882183477
holographic,0.962848247,0.893442623,0.962766148,0.882183477
holster,0.959611854,0.893442623,0.955875051,0.882183477
holt,0.954292859,0.893442623,0.948306779,0.882183477
holy,0.954292859,0.893442623,0.948306779,0.882183477
homage,0.59561625,0.076271186,0.602117541,0.088956363
home,0.798195638,0.356957649,0.803789482,0.372769637
homeboy,0.782342964,0.231428571,0.784312247,0.234216744
homecoming,0.851211503,0.231428571,0.851803002,0.234216744
homeland,0.814014379,0.231428571,0.814753752,0.234216744
homeless,0.814014379,0.231428571,0.814753752,0.234216744
homely,0.752019172,0.231428571,0.753005003,0.234216744
homemade,0.736911458,0.231428571,0.739715548,0.234216744
homeowner,0.917123137,0.356957649,0.917061795,0.372769637
homer,0.963246846,0.893442623,0.958494115,0.882183477
homeroom,0.811463547,0.231428571,0.812273173,0.234216744
homes,0.700217336,0.381044487,0.69834253,0.387143974
homesick,0.75820487,0.231428571,0.757336071,0.234216744
homestead,0.790421791,0.104651163,0.790116674,0.095169924
hometown,0.804480137,0.231428571,0.803918486,0.234216744
homeward,0.825710808,0.325,0.823950599,0.307791521
homework,0.910085808,0.356957649,0.910476659,0.372769637
homey,0.913354233,0.643042351,0.9076548,0.627230363
homicidal,0.948930604,0.828467153,0.94435955,0.819266942
homicide,0.886596751,0.463788301,0.88287372,0.465679338
homicides,0.790685089,0.381044487,0.788917041,0.387143974
homie,0.963434287,0.893442623,0.958645423,0.882183477
homies,0.867460747,0.618955513,0.863377709,0.612856026
homing,0.969528573,0.893442623,0.965537852,0.882183477
homo,0.954292859,0.893442623,0.948306779,0.882183477
homogeneity,0.779063313,0.236363636,0.769649652,0.225199304
homosexual,0.915339274,0.643042351,0.90921855,0.627230363
homosexuality,0.934876364,0.643042351,0.930168116,0.627230363
homosexuals,0.923035703,0.643042351,0.917471409,0.627230363
hon,0.939057146,0.893442623,0.931075705,0.882183477
honcho,0.968469826,0.893442623,0.964354286,0.882183477
honda,0.962963699,0.893442623,0.95811751,0.882183477
honduras,0.965371404,0.893442623,0.96432749,0.882183477
hone,0.722797321,0.111111111,0.71528543,0.080279913
honest,0.691229163,0.076271186,0.69577884,0.088956363
honestly,0.745878033,0.076271186,0.755500014,0.088956363
honesty,0.709574895,0.076271186,0.720571444,0.088956363
honey,0.917861231,0.666666667,0.907373876,0.627470059
honeybee,0.948663269,0.666666667,0.942108672,0.627470059
honeycomb,0.941546838,0.666666667,0.931563826,0.627470059
honeydew,0.934240193,0.666666667,0.923009304,0.627470059
honeymoon,0.937631028,0.666666667,0.927883132,0.627470059
honeys,0.912320257,0.666666667,0.897345739,0.627470059
hong,0.954292859,0.893442623,0.948306779,0.882183477
honk,0.954020528,0.893442623,0.947895699,0.882183477
honking,0.973726016,0.893442623,0.970226114,0.882183477
honks,0.963216422,0.893442623,0.958316559,0.882183477
honky,0.963216422,0.893442623,0.958316559,0.882183477
honolulu,0.977010264,0.893442623,0.973947849,0.882183477
honor,0.636347848,0.076271186,0.641025713,0.088956363
honorable,0.714038645,0.076271186,0.711200809,0.088956363
honorary,0.767689686,0.076271186,0.770553306,0.088956363
honored,0.459359498,0.076271186,0.461562746,0.088956363
honoring,0.772319316,0.076271186,0.775262417,0.088956363
honors,0.693929031,0.076271186,0.6978992,0.088956363
honour,0.691471149,0.076271186,0.695439454,0.088956363
honourable,0.743365721,0.076271186,0.740901755,0.088956363
honoured,0.489999972,0.076271186,0.485743142,0.088956363
honours,0.735238153,0.076271186,0.73865031,0.088956363
hoo,0.974576271,0.923728814,0.970347879,0.911043637
hooch,0.981221534,0.923728814,0.978896103,0.911043637
hood,0.976526917,0.923728814,0.973620129,0.911043637
hoodlum,0.98658681,0.923728814,0.984925788,0.911043637
hoodlums,0.988263459,0.923728814,0.986810064,0.911043637
hoods,0.981221534,0.923728814,0.978896103,0.911043637
hooey,0.918079096,0.666666667,0.903869136,0.608302041
hoof,0.976526917,0.923728814,0.973620129,0.911043637
hook,0.976526917,0.923728814,0.973620129,0.911043637
hookah,0.984351278,0.923728814,0.982413419,0.911043637
hooked,0.785655776,0.527725857,0.780287469,0.534759267
hooker,0.984195077,0.923728814,0.98228733,0.911043637
hookers,0.986278263,0.923728814,0.984627994,0.911043637
hooking,0.98658681,0.923728814,0.984925788,0.911043637
hooks,0.981221534,0.923728814,0.978896103,0.911043637
hookup,0.984351278,0.923728814,0.982413419,0.911043637
hooky,0.981221534,0.923728814,0.978896103,0.911043637
hooligans,0.989567519,0.923728814,0.988275613,0.911043637
hoop,0.976526917,0.923728814,0.973620129,0.911043637
hooper,0.984195077,0.923728814,0.98228733,0.911043637
hoops,0.981221534,0.923728814,0.978896103,0.911043637
hooray,0.978178439,0.923728814,0.976134606,0.911043637
hoot,0.973789346,0.923728814,0.971798626,0.911043637
hooters,0.986278263,0.923728814,0.984627994,0.911043637
hoover,0.984195077,0.923728814,0.98228733,0.911043637
hooves,0.757787262,0.381044487,0.752890043,0.387143974
hop,0.939057146,0.893442623,0.931075705,0.882183477
hope,0.792455842,0.356957649,0.795916933,0.372769637
hoped,0.733659552,0.527725857,0.731219441,0.534759267
hopeful,0.787445005,0.231428571,0.788290003,0.234216744
hopefully,0.83394035,0.231428571,0.83459876,0.234216744
hopeless,0.814014379,0.231428571,0.814753752,0.234216744
hopelessly,0.820156832,0.104651163,0.817135958,0.095169924
hopes,0.700217336,0.381044487,0.69834253,0.387143974
hoping,0.969528573,0.893442623,0.965537852,0.882183477
hopped,0.778049627,0.527725857,0.776016201,0.534759267
hopper,0.969372372,0.893442623,0.965411763,0.882183477
hopping,0.973881634,0.893442623,0.970461016,0.882183477
hops,0.954292859,0.893442623,0.948306779,0.882183477
hopscotch,0.9434367,0.836879433,0.944034312,0.851241082
horace,0.86062616,0.413020833,0.859223623,0.425969993
horde,0.843140498,0.356957649,0.846025522,0.372769637
hordes,0.750181113,0.381044487,0.748618775,0.387143974
horizon,0.973881634,0.893442623,0.970461016,0.882183477
horizons,0.976848765,0.893442623,0.973705632,0.882183477
horizontal,0.981479012,0.893442623,0.978964505,0.882183477
hormonal,0.976848765,0.893442623,0.973705632,0.882183477
hormone,0.861496921,0.356957649,0.862259274,0.372769637
hormones,0.824408874,0.381044487,0.8204519,0.387143974
horn,0.954292859,0.893442623,0.948306779,0.882183477
hornet,0.937999014,0.893442623,0.942020678,0.882183477
horns,0.963434287,0.893442623,0.958645423,0.882183477
horny,0.963434287,0.893442623,0.958645423,0.882183477
horoscope,0.85907998,0.356957649,0.862524023,0.372769637
horrendous,0.927232595,0.643042351,0.923641175,0.627230363
horrible,0.856390677,0.536211699,0.853740283,0.534320662
horribly,0.973423025,0.893442623,0.970685888,0.882183477
horrid,0.964564034,0.893442623,0.960914517,0.882183477
horrific,0.973423025,0.893442623,0.970685888,0.882183477
horrified,0.892032875,0.472274143,0.88943455,0.465240733
horrify,0.969626315,0.893442623,0.966498157,0.882183477
horrifying,0.97873842,0.893442623,0.97654871,0.882183477
horror,0.968644399,0.893442623,0.964501736,0.882183477
horrors,0.971741585,0.893442623,0.968360426,0.882183477
hors,0.049452226,0.002159827,0.055369255,0.002084555
horse,0.842114857,0.356957649,0.844749205,0.372769637
horseback,0.834679448,0.231428571,0.835336669,0.234216744
horseman,0.814014379,0.231428571,0.814753752,0.234216744
horsemen,0.814014379,0.231428571,0.814753752,0.234216744
horseplay,0.834679448,0.231428571,0.835336669,0.234216744
horsepower,0.807417218,0.231428571,0.804520145,0.234216744
horses,0.772075942,0.446728972,0.764139225,0.433705325
horseshit,0.716600542,0.020887728,0.717529333,0.019481506
horseshoe,0.690126713,0.020887728,0.686159594,0.019481506
horsey,0.927795194,0.643042351,0.923045667,0.627230363
hos,0.966029263,0.923728814,0.96491244,0.911043637
hose,0.802799919,0.356957649,0.806498955,0.372769637
hoses,0.72649113,0.446728972,0.71696707,0.433705325
hospitable,0.910200176,0.586979167,0.902960794,0.574030007
hospital,0.97714643,0.893442623,0.974153389,0.882183477
hospitality,0.983379222,0.893442623,0.981202465,0.882183477
hospitalize,0.932069854,0.463788301,0.930087678,0.465679338
hospitalized,0.871242478,0.527725857,0.870447582,0.534320662
hospitals,0.979685715,0.893442623,0.977025235,0.882183477
hoss,0.954292859,0.893442623,0.948306779,0.882183477
host,0.954292859,0.893442623,0.948306779,0.882183477
hostage,0.872727017,0.413020833,0.871116322,0.425969993
hostages,0.79636048,0.446728972,0.789059157,0.433705325
hostess,0.959745741,0.893442623,0.955983128,0.882183477
hostile,0.76023607,0.450292398,0.756875492,0.453528662
hostiles,0.72160127,0.381044487,0.718767181,0.387143974
hostility,0.884295452,0.540605096,0.880603982,0.538099771
hosting,0.85123701,0.540605096,0.846490834,0.538099771
hosts,0.955111154,0.893442623,0.950128549,0.882183477
hot,0.965052462,0.923728814,0.962398168,0.911043637
hotcake,0.88199278,0.413020833,0.881729861,0.425969993
hotdog,0.969528573,0.893442623,0.965537852,0.882183477
hotel,0.963434287,0.893442623,0.958645423,0.882183477
hotels,0.969528573,0.893442623,0.965537852,0.882183477
hotline,0.894111901,0.463788301,0.891234008,0.465679338
hots,0.954292859,0.893442623,0.948306779,0.882183477
hotshot,0.931338463,0.730769231,0.925730796,0.710737594
hotter,0.96820687,0.893442623,0.964335845,0.882183477
hottest,0.967973453,0.893442623,0.965188012,0.882183477
hottie,0.968363072,0.893442623,0.964461935,0.882183477
hound,0.905329359,0.625,0.88438815,0.534340271
hounding,0.940598507,0.625,0.927485774,0.534340271
hounds,0.92079801,0.625,0.903314366,0.534340271
hour,0.368338301,0.022082019,0.394514813,0.02344316
hourglass,0.719261467,0.022082019,0.730895472,0.02344316
hours,0.494238676,0.022082019,0.515194939,0.02344316
house,0.775504017,0.482993197,0.76429958,0.460412023
housed,0.676544836,0.517006803,0.684673799,0.534759267
household,0.801908592,0.454545455,0.784208779,0.436928276
housekeeper,0.833050124,0.285714286,0.83265483,0.336554897
housekeeping,0.847040715,0.285714286,0.846663306,0.336554897
houses,0.670571151,0.446728972,0.672796824,0.433705325
housewife,0.727171437,0.325,0.720244795,0.307791521
housewives,0.668524242,0.325,0.662741851,0.307791521
housework,0.876635023,0.482993197,0.87020752,0.460412023
housing,0.868595817,0.625,0.8517999,0.534340271
houston,0.918242221,0.625,0.902942219,0.534340271
hover,0.963246846,0.893442623,0.958494115,0.882183477
hovering,0.916917824,0.643042351,0.913007157,0.627230363
how,1,1,1,1
howdy,0.979617558,0.923728814,0.976308612,0.911043637
howe,0.980932203,0.923728814,0.977760909,0.911043637
however,0.958017849,0.783333333,0.953909013,0.76707599
howl,0.974521947,0.923728814,0.970385764,0.911043637
howling,0.985441113,0.923728814,0.98307758,0.911043637
howls,0.979617558,0.923728814,0.976308612,0.911043637
hub,1,1,1,1
hubba,1,1,1,1
hubble,0.819163293,0.330827068,0.809624313,0.291671356
hubby,1,1,1,1
huck,1,1,1,1
huckleberry,0.858243796,0.056603774,0.856258702,0.059433285
hud,1,1,1,1
huddle,0.811500458,0.330827068,0.8025435,0.291671356
hudson,1,1,1,1
hue,1,1,1,1
huff,1,1,1,1
hug,1,1,1,1
huge,0.851341282,0.405365127,0.856377464,0.425509855
huggable,0.91060379,0.586979167,0.904547604,0.574030007
hugged,0.782693578,0.527725857,0.782052225,0.534759267
hugging,0.988494727,0.919463087,0.988794167,0.921559169
hugh,0.75,0.5,0.708111265,0.416222529
hugo,1,1,1,1
hugs,1,1,1,1
huh,1,1,1,1
hula,1,1,1,1
hulk,0.681818182,0.363636364,0.690323271,0.380646542
hull,1,1,1,1
hum,1,1,1,1
human,1,1,1,1
humane,0.896275513,0.413020833,0.8991016,0.425969993
humanitarian,0.986168883,0.901140684,0.985481109,0.89664336
humanity,1,1,1,1
humanly,1,1,1,1
humanoid,0.942197919,0.765306122,0.939958212,0.757086523
humans,1,1,1,1
humble,0.773317645,0.330827068,0.762945419,0.291671356
humbled,0.717200936,0.228571429,0.707170747,0.190537719
humbly,0.954154351,0.862068966,0.953321106,0.859778352
humbug,0.954154351,0.862068966,0.953321106,0.859778352
humid,1,1,1,1
humidity,0.998086735,0.984693878,0.997525372,0.980202975
humiliate,0.889571487,0.37037037,0.88752971,0.392114053
humiliated,0.827184678,0.426199262,0.820814733,0.416936063
humiliating,0.910648172,0.540605096,0.9091424,0.538099771
humiliation,0.877356663,0.357501795,0.877361837,0.363306678
humility,1,1,1,1
hummed,0.779663275,0.527725857,0.77949167,0.534759267
hummel,0.996969697,0.990909091,0.997439445,0.992318335
hummer,0.996813496,0.990909091,0.997313355,0.992318335
humming,0.997402597,0.990909091,0.997805239,0.992318335
hummingbird,0.908713018,0.494505495,0.906250652,0.480982383
humor,1,1,1,1
humorous,0.997556972,0.991452991,0.997122893,0.989592791
humour,0.994514609,0.977917981,0.994584693,0.97655684
hump,1,1,1,1
humph,1,1,1,1
humping,1,1,1,1
hums,1,1,1,1
hun,1,1,1,1
hunch,1,1,1,1
hunchback,0.999415205,0.994736842,0.999393658,0.994542921
hunches,0.88690389,0.594634873,0.883127013,0.574490145
hundred,0.72732411,0.028571429,0.725935302,0.046510355
hundreds,0.99947354,0.997647059,0.999413235,0.997360437
hung,1,1,1,1
hungarian,0.868889064,0.48048048,0.871294755,0.496861876
hungary,0.855139284,0.48048048,0.859411356,0.496861876
hunger,0.83083963,0.48048048,0.835853826,0.496861876
hungry,0.830995831,0.48048048,0.835979915,0.496861876
hunk,1,1,1,1
hunky,1,1,1,1
huns,1,1,1,1
hunt,1,1,1,1
hunted,0.74885138,0.426199262,0.742777823,0.416936063
hunter,0.999843799,0.999062793,0.99987391,0.999243461
hunters,0.999691453,0.997840173,0.999702206,0.997915445
hunting,0.883300472,0.540605096,0.882113299,0.538099771
hunts,1,1,1,1
hurdle,0.819163293,0.330827068,0.809624313,0.291671356
hurl,1,1,1,1
hurley,0.932439146,0.594634873,0.929081691,0.574490145
hurrah,0.990070922,0.970212766,0.990753329,0.972259986
hurray,0.990070922,0.970212766,0.990753329,0.972259986
hurricane,0.924230956,0.413020833,0.926569953,0.425969993
hurricanes,0.846172021,0.381044487,0.847198863,0.387143974
hurried,0.883048172,0.472274143,0.883420546,0.465240733
hurry,0.988085106,0.970212766,0.988903995,0.972259986
hurrying,0.992553191,0.970212766,0.993064997,0.972259986
hurt,1,1,1,1
hurtful,0.999378882,0.995652174,0.999280419,0.994962931
hurting,0.883300472,0.540605096,0.882113299,0.538099771
hurts,1,1,1,1
husband,1,1,1,1
husbands,0.999767658,0.998141264,0.999743181,0.997945447
hush,1,1,1,1
hushed,0.853726788,0.527725857,0.851541569,0.534759267
husky,1,1,1,1
hussy,0.991644909,0.979112272,0.992207398,0.980518494
hustle,0.502321835,0.041615667,0.49318185,0.042584371
hustler,0.72828772,0.041615667,0.728655525,0.042584371
hustling,0.762368906,0.041615667,0.762668152,0.042584371
hut,0.99543379,0.98630137,0.995678889,0.987036667
hutch,1,1,1,1
huts,1,1,1,1
huzzah,0.967213115,0.901639344,0.959103037,0.87730911
hyacinth,0.965400499,0.828467153,0.963251105,0.819266942
hybrid,1,1,1,1
hybrids,1,1,1,1
hyde,0.804166667,0.307692308,0.808196124,0.323447291
hydrangea,0.730328239,0.48048048,0.746089471,0.496861876
hydrant,1,1,1,1
hydraulic,0.99869281,0.988235294,0.998872996,0.989856964
hydrogen,0.998988681,0.99469496,0.998812724,0.993783302
hyena,0.95,0.75,0.952145183,0.760725915
hyenas,0.943025456,0.75,0.947459714,0.760725915
hygiene,0.840657059,0.411764706,0.84134513,0.407987383
hymn,1,1,1,1
hymns,0.714285714,0.238095238,0.725223352,0.257339443
hype,0.792696886,0.307692308,0.796581155,0.323447291
hyper,0.999812559,0.999062793,0.999848692,0.999243461
hyperventilating,0.869220742,0.540605096,0.866658826,0.538099771
hypnosis,0.972376765,0.826633166,0.972407164,0.820044439
hypnotic,0.897887913,0.540605096,0.896849137,0.538099771
hypnotist,0.959941895,0.642498205,0.959365109,0.636693322
hypnotized,0.82802365,0.527725857,0.828883719,0.534320662
hypocrisy,0.999664317,0.996978852,0.999732518,0.997592663
hypocrite,0.936220175,0.463788301,0.936411058,0.465679338
hypocrites,0.847052721,0.381044487,0.848775931,0.387143974
hypocritical,0.931925275,0.540605096,0.931232758,0.538099771
hypotenuse,0.880478378,0.405365127,0.880815369,0.425509855
hypothesis,0.871429391,0.333333333,0.876600018,0.396800248
hypothetical,0.898754147,0.540605096,0.897061309,0.538099771
hypothetically,0.912742705,0.540605096,0.911292467,0.538099771
hysteria,0.928948967,0.692307692,0.926283363,0.676552709
hysterical,0.959335644,0.692307692,0.957520749,0.676552709
hysterically,0.965558713,0.692307692,0.964047193,0.676552709
i,1,1,1,1
ice,0.685597677,0.064039409,0.6871819,0.067690554
iceberg,0.732456758,0.063157895,0.733623299,0.067672542
icebox,0.687866217,0.063157895,0.689227183,0.067672542
icecream,0.686970479,0.064039409,0.683503634,0.067690554
iced,0.865921612,0.527725857,0.866767178,0.534759267
iceland,0.732456758,0.063157895,0.733623299,0.067672542
iceman,0.687866217,0.063157895,0.689227183,0.067672542
icicle,0.815368061,0.536211699,0.81395035,0.534320662
icing,0.944640799,0.828467153,0.941201767,0.819266942
icky,1,1,1,1
icon,1,1,1,1
icy,1,1,1,1
id,1,1,1,1
idea,0.858990148,0.5,0.851853427,0.475104262
ideal,0.952674066,0.910891089,0.953144306,0.914301921
idealistic,0.725003849,0.08348135,0.723110608,0.080889835
ideals,0.960561722,0.910891089,0.960953588,0.914301921
ideas,0.613867033,0.08348135,0.61332982,0.080889835
identical,0.895100666,0.540605096,0.89327,0.538099771
identification,0.848057335,0.357501795,0.847474065,0.363306678
identified,0.829681767,0.472274143,0.827885384,0.465240733
identify,0.88198825,0.540605096,0.87992875,0.538099771
identifying,0.914173272,0.540605096,0.912675454,0.538099771
identities,0.808599725,0.540605096,0.806316246,0.538099771
identity,0.88198825,0.540605096,0.87992875,0.538099771
idiosyncrasy,0.99872449,0.984693878,0.998350248,0.980202975
idiot,0.980698174,0.947368421,0.982772394,0.957508128
idiotic,0.881113883,0.540605096,0.879285153,0.538099771
idiots,0.99744898,0.984693878,0.996700496,0.980202975
idle,0.814702936,0.333333333,0.836581231,0.4224311
idol,1,1,1,1
if,1,1,1,1
iffy,1,1,1,1
igloo,0.99953271,0.997663551,0.999157724,0.995788621
ignite,0.782499712,0.463788301,0.785758681,0.465679338
ignition,0.760739175,0.357501795,0.764007433,0.363306678
ignorance,0.845824167,0.413020833,0.849548661,0.425969993
ignorant,0.903599368,0.632653061,0.905768806,0.641762029
ignore,0.740070242,0.356957649,0.748755504,0.372769637
ignored,0.741397844,0.527725857,0.745630222,0.534759267
ignores,0.721172225,0.381044487,0.722697853,0.387143974
ignoring,0.908228998,0.632653061,0.910477916,0.641762029
iguana,0.829866461,0.333333333,0.831608283,0.310844355
ike,0.6766495,0.064039409,0.68021337,0.067690554
ill,1,1,1,1
illegal,0.989901244,0.935960591,0.989381181,0.932309446
illegally,0.991406314,0.935960591,0.99100301,0.932309446
illegitimate,0.858275273,0.413020833,0.859060988,0.425969993
illinois,0.874168514,0.5,0.88006725,0.523589588
illiterate,0.860586831,0.413020833,0.861457573,0.425969993
illness,0.999049731,0.996674058,0.99905126,0.996679412
illuminate,0.93553709,0.413020833,0.937025701,0.425969993
illusion,0.804978024,0.173366834,0.806587534,0.179955561
illusions,0.826382542,0.173366834,0.827679801,0.179955561
illustrate,0.925641965,0.413020833,0.926891179,0.425969993
illustration,0.892607797,0.357501795,0.893101709,0.363306678
illustrious,0.987761739,0.942664418,0.986982021,0.941239154
image,0.878173787,0.413020833,0.881186472,0.425969993
imagery,0.818720291,0.318021201,0.82118627,0.3223339
images,0.775443942,0.446728972,0.77009856,0.433705325
imaginable,0.910969881,0.586979167,0.906775314,0.574030007
imaginary,0.980540944,0.905405405,0.98126359,0.90981314
imagination,0.876524108,0.357501795,0.877870838,0.363306678
imaginations,0.886615323,0.357501795,0.887749763,0.363306678
imaginative,0.901594842,0.463788301,0.901907728,0.465679338
imagine,0.906716753,0.463788301,0.907889155,0.465679338
imagined,0.817892962,0.527725857,0.820244626,0.534320662
imaging,0.974981213,0.905405405,0.97591033,0.90981314
imagining,0.980540944,0.905405405,0.98126359,0.90981314
imbalance,0.900949852,0.413020833,0.90219046,0.425969993
imbecile,0.79122431,0.450292398,0.789327857,0.453528662
imitate,0.908860397,0.413020833,0.910985455,0.425969993
imitates,0.815161835,0.381044487,0.815933582,0.387143974
imitating,0.9092337,0.540605096,0.908310344,0.538099771
imitation,0.868544078,0.357501795,0.869467434,0.363306678
immaculate,0.934384096,0.413020833,0.936153485,0.425969993
immaterial,0.908480274,0.586979167,0.906210608,0.574030007
immature,0.875154766,0.405365127,0.883780634,0.425509855
immediate,0.892447807,0.37037037,0.892917745,0.392114053
immediately,0.873288213,0.318021201,0.875581279,0.3223339
immense,0.825938558,0.138888889,0.82244212,0.134507739
immensely,0.767721692,0.138888889,0.762506023,0.134507739
immigrant,0.997979798,0.990909091,0.998292963,0.992318335
immigrants,0.998181818,0.990909091,0.998463667,0.992318335
immigration,0.890792262,0.357501795,0.891803961,0.363306678
imminent,0.997727273,0.990909091,0.998079584,0.992318335
immoral,0.991656633,0.962962963,0.99199065,0.962327118
immortal,0.995777641,0.990909091,0.995925983,0.990837502
immortality,0.996929193,0.990909091,0.997037079,0.990837502
immune,0.895661242,0.405365127,0.899803961,0.425509855
immunity,0.997727273,0.990909091,0.998079584,0.992318335
impact,0.996296296,0.988888889,0.99738117,0.99214351
impaired,0.888248341,0.527725857,0.88619155,0.534759267
impartial,0.872653397,0.357501795,0.875631871,0.363306678
impatience,0.797264631,0.235294118,0.799666993,0.248579711
impatient,0.88756209,0.576923077,0.887550041,0.577073929
impeccable,0.847742997,0.586979167,0.839889691,0.574030007
impending,0.98566044,0.935960591,0.984731372,0.932309446
impenetrable,0.903965522,0.586979167,0.897385365,0.574030007
imperative,0.896547747,0.463788301,0.895424961,0.465679338
imperfect,0.98339783,0.935960591,0.983213769,0.932309446
imperial,0.963353661,0.901140684,0.961301276,0.89664336
impersonal,0.987042138,0.935960591,0.986105484,0.932309446
impersonating,0.927194206,0.540605096,0.925834457,0.538099771
impertinent,0.914173272,0.540605096,0.912675454,0.538099771
impetuous,0.963847223,0.818181818,0.962883713,0.821304136
implant,1,1,1,1
implanted,0.831716952,0.426199262,0.828467423,0.416936063
implants,1,1,1,1
implement,0.951537537,0.804347826,0.952200247,0.811362231
implicate,0.929113642,0.413020833,0.930766465,0.425969993
implicated,0.848545257,0.426199262,0.84562068,0.416936063
implication,0.892445154,0.357501795,0.893200628,0.363306678
implications,0.901209615,0.357501795,0.90180207,0.363306678
implied,0.891558811,0.472274143,0.891346264,0.465240733
implies,0.912513292,0.618955513,0.912434163,0.612856026
implore,0.881295473,0.356957649,0.885924155,0.372769637
imply,1,1,1,1
implying,1,1,1,1
impolite,0.928247697,0.463788301,0.928462441,0.465679338
import,0.999469214,0.996815287,0.999495128,0.996970765
importance,0.93680255,0.413020833,0.93825587,0.425969993
important,0.998266994,0.991935484,0.998085689,0.990837502
importantly,0.998582086,0.991935484,0.998433745,0.990837502
imported,0.816137927,0.426199262,0.811900949,0.416936063
impose,0.881245143,0.356957649,0.885825364,0.372769637
imposed,0.820652707,0.527725857,0.820721938,0.534759267
imposing,0.94419049,0.726890756,0.942582319,0.720614111
impossible,0.827802693,0.536211699,0.828075122,0.534320662
impostor,0.987631094,0.942664418,0.987331848,0.941239154
impotent,1,1,1,1
impound,0.995298237,0.977917981,0.995358308,0.97655684
impounded,0.76980837,0.426199262,0.77296207,0.416936063
impoverish,0.858838622,0.231428571,0.860698638,0.234216744
impractical,0.908944869,0.465,0.908051583,0.457797173
impress,1,1,1,1
impressed,0.890733273,0.527725857,0.892294572,0.534759267
impression,0.821700198,0.392857143,0.821047438,0.39184197
impressionable,0.821389356,0.392857143,0.817376653,0.39184197
impressions,0.837692788,0.392857143,0.836990211,0.39184197
impressive,0.860042287,0.463788301,0.860154489,0.465679338
imprint,1,1,1,1
imprisoned,0.891665773,0.527725857,0.892850734,0.534759267
imprisonment,0.999549795,0.996978852,0.999500884,0.997592663
impromptu,0.999101049,0.99469496,0.998944643,0.993783302
improper,0.99887153,0.99469496,0.998718156,0.993783302
improve,0.898889901,0.356957649,0.902603734,0.372769637
improved,0.842722929,0.527725857,0.842721507,0.534759267
improvement,0.871418246,0.231428571,0.873064079,0.234216744
improvements,0.882133392,0.231428571,0.883642072,0.234216744
improving,0.999101049,0.99469496,0.998944643,0.993783302
improvise,0.938526352,0.463788301,0.938581721,0.465679338
impulse,0.913310001,0.405365127,0.916448582,0.425509855
impulses,0.83253992,0.446728972,0.827631437,0.433705325
impulsive,0.932928307,0.583333333,0.930251442,0.5649785
impunity,1,1,1,1
impure,0.836569991,0.405365127,0.8476014,0.425509855
in,1,1,1,1
inability,1,1,1,1
inaction,0.872772921,0.459394904,0.873857363,0.461900229
inactive,0.863495628,0.463788301,0.862923377,0.457797173
inadequate,0.847313565,0.419354839,0.848669191,0.446482512
inadvertently,0.909861588,0.396551724,0.909162526,0.409717582
inappropriate,0.92292714,0.37037037,0.921405321,0.392114053
inbound,0.995298237,0.977917981,0.995358308,0.97655684
inc,1,1,1,1
incapable,0.920536702,0.586979167,0.915153425,0.574030007
incapacitated,0.862204351,0.426199262,0.858631972,0.416936063
incarcerated,0.812867545,0.426199262,0.808991909,0.416936063
incarceration,0.852758051,0.357501795,0.852069463,0.363306678
incense,0.861250865,0.138888889,0.860302278,0.134507739
